Site_Code,Location,Date,Latitude,Longitude,nh,no23,din,tss,chl,sio2,tp,sal
D28,Middle,2010-08-02,37.97048,-121.573,0.01,0.04,0.05,3,1.17,10.6,0.06,0.1
D28,Middle,2010-09-13,37.97048,-121.573,0.02,0.06,0.08,2,1.3,12.6,0.05,0.4
D28,Middle,2010-10-12,37.97048,-121.573,0.01,0.09,0.1,1,1.07,12.8,0.05,0.3
D28,Middle,2010-11-09,37.97048,-121.573,0.04,0.25,0.29,3,1.1,12.9,0.06,0.3
D28,Middle,2010-12-13,37.97048,-121.573,0.06,0.38,0.44,0.5,0.96,14.9,0.05,0.3
D28,Middle,2011-01-13,37.97048,-121.573,0.06,0.69,0.75,2,0.35,14.3,0.12,0.2
D28,Middle,2011-02-11,37.97048,-121.573,0.04,0.52,0.56,27,2.88,15.1,0.07,0.2
D28,Middle,2011-03-11,37.97048,-121.573,0.04,0.48,0.52,3,1.09,12.9,0.08,0.2
D28,Middle,2011-04-11,37.97048,-121.573,0.04,0.1,0.14,2,1.59,8.9,0.09,0.1
D28,Middle,2011-05-10,37.97048,-121.573,0.04,0.27,0.31,4,1.29,9.7,0.12,0.1
D28,Middle,2011-06-06,37.97048,-121.573,0.02,0.2,0.22,2,0.88,9.3,0.07,0.1
D28,Middle,2011-07-06,37.97048,-121.573,0.02,0.1,0.12,3,1.41,11,0.08,0.1
D28,Middle,2011-08-19,37.97048,-121.573,0.02,0.06,0.08,1,1.38,13.1,0.07,0.1
D28,Middle,2011-09-20,37.97048,-121.573,0.02,0.06,0.08,6,4.24,14.9,0.07,0.1
D28,Middle,2011-10-17,37.97048,-121.573,0.02,0.16,0.18,2,1.55,12.2,0.05,0.1
D28,Middle,2011-11-17,37.97048,-121.573,0.04,0.19,0.23,1,1.9,10.2,0.04,0.1
D28,Middle,2011-12-16,37.97048,-121.573,0.08,0.35,0.43,2,1.6,14.7,0.05,0.2
D28,Middle,2012-01-17,37.97048,-121.573,0.08,0.45,0.53,8,2.98,16.4,0.06,0.6
D28,Middle,2012-02-13,37.97048,-121.573,0.06,0.59,0.65,5,1.97,17,0.08,0.3
D28,Middle,2012-03-14,37.97048,-121.573,0.07,0.6,0.67,3,1.58,16.3,0.08,0.2
D28,Middle,2012-04-11,37.97048,-121.573,0.04,0.45,0.49,6,2.85,15.4,0.07,0.2
D28,Middle,2012-05-11,37.97048,-121.573,0.04,0.27,0.31,6,4.12,11.4,0.06,0.2
D28,Middle,2012-06-11,37.97048,-121.573,0.05,0.2,0.25,10,1.99,11.8,0.07,0.1
D28,Middle,2012-07-09,37.97048,-121.573,0.02,0.09,0.11,4,2.54,11.15,0.06,0.2
D28,Middle,2012-08-07,37.97048,-121.573,0.005,0.03,0.035,4,3.27,12.2,0.08,0.2
D28,Middle,2012-09-05,37.97048,-121.573,0.02,0.04,0.06,2,1.09,12.6,0.07,0.3
D28,Middle,2012-10-05,37.97048,-121.573,0.02,0.05,0.07,4,0.025,35.1,0.07,0.4
D28,Middle,2012-11-05,37.97048,-121.573,0.03,0.2,0.23,2,1.67,9.5,0.07,0.3
D28,Middle,2012-12-07,37.97048,-121.573,0.11,0.47,0.58,5,0.26,15.7,0.07,0.4
D28,Middle,2013-01-18,37.97048,-121.573,0.075,0.855,0.93,8,1.04,17.7,0.09,0.2
D28,Middle,2013-02-19,37.97048,-121.573,0.06,0.67,0.73,2,1.72,17.4,0.08,0.2
D28,Middle,2013-03-20,37.97048,-121.573,0.03,0.38,0.41,2,2.66,14.65,0.07,0.2
D28,Middle,2013-04-19,37.97048,-121.573,0.01,0.23,0.24,8,9.08,11.1,0.04,0.2
D28,Middle,2013-05-17,37.97048,-121.573,0.09,0.185,0.275,9,1.91,4,0.09,0.2
D28,Middle,2013-06-13,37.97048,-121.573,0.03,0.44,0.47,6,2.07,13.2,0.08,0.2
D28,Middle,2013-07-15,37.97048,-121.573,0.005,0.17,0.175,10,4.31,15.15,0.09,0.2
D28,Middle,2013-08-12,37.97048,-121.573,0.02,0.04,0.06,3,2.06,13.5,0.06,NA
D28,Middle,2013-09-23,37.97048,-121.573,0.014,0.061,0.075,6,1.83,12.8,0.08,0.4
D28,Middle,2013-10-09,37.97048,-121.573,NA,NA,NA,NA,NA,NA,NA,0.3
D28,Middle,2013-11-08,37.97048,-121.573,0.03,0.22,0.25,2,1.17,11.1,0.08,0.4
D28,Middle,2013-12-09,37.97048,-121.573,0.09,0.46,0.55,2,1.27,14,0.08,0.5
D4,Suisun,1976-01-13,38.06248,-121.8205,0.07,0.22,0.29,13,1.36,19,0.1,0.7
D4,Suisun,1976-02-25,38.06248,-121.8205,0.06,0.41,0.47,34,10.5,14,0.09,2.6
D4,Suisun,1976-03-10,38.06248,-121.8205,0.06,0.36,0.42,40,15.13,17,0.16,1.2
D4,Suisun,1976-03-25,38.06248,-121.8205,NA,0.28,NA,101,28.56,14,0.24,2.5
D4,Suisun,1976-04-07,38.06248,-121.8205,0.16,0.19,0.35,69,26.63,14,0.19,3.4
D4,Suisun,1976-04-21,38.06248,-121.8205,NA,0.1,NA,71,34.73,17,0.26,1.45
D4,Suisun,1976-05-12,38.06248,-121.8205,0.03,0.16,0.19,134.5,17.37,13,0.19,2.4
D4,Suisun,1976-05-24,38.06248,-121.8205,0.01,0.17,0.18,73.5,16.21,12,0.1,3.55
D4,Suisun,1976-06-07,38.06248,-121.8205,0.03,0.21,0.24,88.5,11.58,12,0.22,3.45
D4,Suisun,1976-06-23,38.06248,-121.8205,0.03,0.35,0.38,48.5,5.555,14,0.18,3.35
D4,Suisun,1976-07-08,38.06248,-121.8205,0.01,0.34,0.35,52.5,10.035,14,0.17,3.9
D4,Suisun,1976-07-23,38.06248,-121.8205,0.01,0.35,0.36,50,4.245,14,0.13,3.55
D4,Suisun,1976-08-05,38.06248,-121.8205,NA,0.33,NA,76.5,4.475,15,0.19,2.6
D4,Suisun,1976-08-30,38.06248,-121.8205,NA,0.32,NA,60.5,4.63,17,0.12,3.1
D4,Suisun,1976-09-15,38.06248,-121.8205,0.02,0.4,0.42,30,5.015,15,0.16,3
D4,Suisun,1976-09-29,38.06248,-121.8205,NA,0.35,NA,26,6.95,14,0.19,2.7
D4,Suisun,1976-10-14,38.06248,-121.8205,NA,0.3,NA,22.5,8.335,12,0.11,4.5
D4,Suisun,1976-11-01,38.06248,-121.8205,NA,0.29,NA,38,9.11,15,0.21,4.35
D4,Suisun,1976-11-16,38.06248,-121.8205,0.03,0.35,0.38,23.5,4.32,12,0.16,6.3
D4,Suisun,1976-12-15,38.06248,-121.8205,0.07,0.45,0.52,46.5,3.145,14,0.19,NA
D4,Suisun,1977-01-26,38.06248,-121.8205,0.19,0.56,0.75,32.5,2.72,14,0.14,8.25
D4,Suisun,1977-02-15,38.06248,-121.8205,0.14,0.55,0.69,13.5,5.25,15,0.29,9.55
D4,Suisun,1977-03-15,38.06248,-121.8205,NA,0.61,NA,70,6.48,15,0.09,9.5
D4,Suisun,1977-03-29,38.06248,-121.8205,0.01,0.42,0.43,39.5,5.79,16,0.27,6.8
D4,Suisun,1977-03-30,38.06248,-121.8205,NA,NA,NA,NA,6.6,NA,NA,NA
D4,Suisun,1977-04-13,38.06248,-121.8205,0.01,0.67,0.68,79.5,5.715,14,0.2,8.15
D4,Suisun,1977-04-27,38.06248,-121.8205,NA,0.58,NA,27,7.72,14,0.21,8.4
D4,Suisun,1977-05-11,38.06248,-121.8205,0.05,0.51,0.56,38,4.94,13,0.15,6.9
D4,Suisun,1977-05-26,38.06248,-121.8205,0.14,0.53,0.67,30.5,8.03,13,0.16,6.65
D4,Suisun,1977-06-09,38.06248,-121.8205,NA,0.43,NA,29,11.27,12,0.11,7.9
D4,Suisun,1977-06-28,38.06248,-121.8205,NA,0.34,NA,51.5,11.735,9.5,0.16,8.3
D4,Suisun,1977-07-13,38.06248,-121.8205,0.16,0.34,0.5,31,8.65,9.6,0.17,6.8
D4,Suisun,1977-07-26,38.06248,-121.8205,0.09,0.34,0.43,46.5,10.115,11,0.42,6.65
D4,Suisun,1977-08-10,38.06248,-121.8205,0.11,0.37,0.48,57,11.81,9.3,0.16,7.35
D4,Suisun,1977-08-25,38.06248,-121.8205,NA,0.59,NA,70,13.51,9.6,0.12,8.05
D4,Suisun,1977-09-07,38.06248,-121.8205,0.03,0.27,0.3,47.5,17.365,8.6,0.18,7.2
D4,Suisun,1977-09-21,38.06248,-121.8205,0.22,0.24,0.46,25,10.11,9.5,0.23,7.2
D4,Suisun,1977-10-05,38.06248,-121.8205,0.15,0.3,0.45,47,12.66,9,0.12,8.4
D4,Suisun,1977-10-19,38.06248,-121.8205,0.1,0.35,0.45,55.5,8.025,10,0.18,9.85
D4,Suisun,1977-11-16,38.06248,-121.8205,0.15,0.36,0.51,41,4.14,13,0.14,8.25
D4,Suisun,1977-12-06,38.06248,-121.8205,0.02,0.65,0.67,28,2.47,14,0.1,10.15
D4,Suisun,1978-01-18,38.06248,-121.8205,0.06,2.1,2.16,517,2.69,12,0.93,0.1
D4,Suisun,1978-02-16,38.06248,-121.8205,0.06,0.52,0.58,115,1.79,15,0.18,0.1
D4,Suisun,1978-03-06,38.06248,-121.8205,0.08,0.54,0.62,48.5,2.01,16,0.12,0.1
D4,Suisun,1978-04-05,38.06248,-121.8205,0.03,0.44,0.47,44,3.71,16,0.11,0.1
D4,Suisun,1978-04-19,38.06248,-121.8205,0.04,0.32,0.36,26,3.86,15,0.11,0.1
D4,Suisun,1978-05-03,38.06248,-121.8205,0.06,0.26,0.32,27,9.88,16,0.1,0.1
D4,Suisun,1978-05-17,38.06248,-121.8205,0.03,0.27,0.3,32,2.47,15,NA,0.1
D4,Suisun,1978-06-14,38.06248,-121.8205,0.04,0.31,0.35,53,6.95,16,0.17,0.1
D4,Suisun,1978-06-29,38.06248,-121.8205,0.04,0.35,0.39,84,6.095,15,NA,1.15
D4,Suisun,1978-07-12,38.06248,-121.8205,NA,0.3,NA,79,6.3,14,0.16,1.75
D4,Suisun,1978-07-26,38.06248,-121.8205,0.05,0.31,0.36,125,11.18,12,NA,3.15
D4,Suisun,1978-08-10,38.06248,-121.8205,NA,0.12,NA,103,21.925,18,0.19,3.15
D4,Suisun,1978-08-23,38.06248,-121.8205,0.03,0.18,0.21,100.5,23.775,11,NA,2.6
D4,Suisun,1978-09-13,38.06248,-121.8205,NA,0.16,NA,91.5,6.795,15,0.19,0.95
D4,Suisun,1978-09-27,38.06248,-121.8205,0.03,0.26,0.29,67,5.805,15,NA,0.4
D4,Suisun,1978-10-12,38.06248,-121.8205,0.02,0.25,0.27,47,8.4,16,0.15,0.4
D4,Suisun,1978-10-25,38.06248,-121.8205,NA,0.24,NA,102,14.2,14,NA,1.1
D4,Suisun,1978-11-09,38.06248,-121.8205,0.01,0.32,0.33,98.5,10.56,15,0.17,1.75
D4,Suisun,1978-12-06,38.06248,-121.8205,0.09,0.34,0.43,81,2.87,16,0.16,1.2
D4,Suisun,1979-01-23,38.06248,-121.8205,0.1,0.74,0.84,41,1.8,15,0.14,0.2
D4,Suisun,1979-02-21,38.06248,-121.8205,0.08,0.58,0.66,44,1.73,16,0.15,0.1
D4,Suisun,1979-03-07,38.06248,-121.8205,0.07,0.55,0.62,23,1.98,16,0.12,0.1
D4,Suisun,1979-03-21,38.06248,-121.8205,0.08,0.44,0.52,23,2.23,18,NA,0.1
D4,Suisun,1979-04-04,38.06248,-121.8205,0.06,0.35,0.41,38,1.98,16,0.13,0.1
D4,Suisun,1979-04-19,38.06248,-121.8205,0.03,0.35,0.38,46,4.51,18,NA,0.2
D4,Suisun,1979-05-03,38.06248,-121.8205,0.02,0.38,0.4,49,5.395,19,0.16,0.6
D4,Suisun,1979-05-23,38.06248,-121.8205,0.02,0.3,0.32,75.5,6.12,18,NA,0.2
D4,Suisun,1979-06-07,38.06248,-121.8205,0.02,0.26,0.28,67,8.53,15,0.18,0.3
D4,Suisun,1979-06-18,38.06248,-121.8205,0.01,0.26,0.27,69,9.51,16,NA,0.6
D4,Suisun,1979-07-05,38.06248,-121.8205,0.01,0.2,0.21,39,17.91,12,0.19,1.4
D4,Suisun,1979-07-18,38.06248,-121.8205,0.01,0.17,0.18,81.5,20.51,11,NA,2.45
D4,Suisun,1979-08-15,38.06248,-121.8205,0.01,0.11,0.12,83,19.765,11,0.18,2.85
D4,Suisun,1979-08-29,38.06248,-121.8205,0.02,0.12,0.14,72,NA,10,NA,3.35
D4,Suisun,1979-09-12,38.06248,-121.8205,0.02,0.12,0.14,81,30.42,11,0.16,3.55
D4,Suisun,1979-09-26,38.06248,-121.8205,0.04,0.18,0.22,60.5,18.915,12,NA,2.45
D4,Suisun,1979-10-11,38.06248,-121.8205,0.03,0.22,0.25,124.5,22.85,11,0.25,2.95
D4,Suisun,1979-10-25,38.06248,-121.8205,0.02,0.24,0.26,59,12.82,12,NA,3.1
D4,Suisun,1979-11-14,38.06248,-121.8205,0.05,0.37,0.42,55,NA,17,0.16,1.1
D4,Suisun,1979-12-11,38.06248,-121.8205,0.07,0.34,0.41,56.5,4.64,17,0.15,0.8
D4,Suisun,1980-02-13,38.06248,-121.8205,0.08,0.36,0.44,36.5,1.39,17,0.11,0.2
D4,Suisun,1980-03-12,38.06248,-121.8205,0.04,0.24,0.28,38,4.33,16,0.09,0.1
D4,Suisun,1980-03-26,38.06248,-121.8205,0.05,0.24,0.29,24,3.86,16,NA,0.1
D4,Suisun,1980-04-08,38.06248,-121.8205,0.07,0.26,0.33,19.5,2.475,14,0.08,0.1
D4,Suisun,1980-04-23,38.06248,-121.8205,0.05,0.26,0.31,25,5.565,14,NA,0.1
D4,Suisun,1980-05-07,38.06248,-121.8205,0.03,0.22,0.25,22,6.18,13,0.09,0.1
D4,Suisun,1980-05-21,38.06248,-121.8205,0.05,0.29,0.34,40,5.1,13,NA,0.1
D4,Suisun,1980-06-19,38.06248,-121.8205,0.04,0.28,0.32,30.5,4.48,12,NA,0.2
D4,Suisun,1980-07-02,38.06248,-121.8205,0.03,0.24,0.27,46,NA,12,0.12,0.2
D4,Suisun,1980-07-17,38.06248,-121.8205,0.01,0.24,0.25,54.5,6.61,14,NA,0.3
D4,Suisun,1980-08-06,38.06248,-121.8205,0.03,0.2,0.23,67,6.615,14,0.14,0.65
D4,Suisun,1980-08-20,38.06248,-121.8205,0.03,0.2,0.23,62,5.565,14,NA,1.1
D4,Suisun,1980-09-04,38.06248,-121.8205,0.03,0.18,0.21,135,10.38,11,0.17,1.85
D4,Suisun,1980-09-17,38.06248,-121.8205,0.04,0.16,0.2,70.5,5.935,13,NA,0.7
D4,Suisun,1980-10-17,38.06248,-121.8205,0.04,0.19,0.23,54,NA,13,0.14,0.4
D4,Suisun,1980-10-29,38.06248,-121.8205,0.03,0.23,0.26,91,6.735,13,NA,1
D4,Suisun,1980-11-18,38.06248,-121.8205,0.06,0.29,0.35,97.5,3.275,13,0.15,1.35
D4,Suisun,1980-12-15,38.06248,-121.8205,0.1,0.42,0.52,44.5,1.055,15,0.14,0.5
D4,Suisun,1981-01-15,38.06248,-121.8205,0.1,0.42,0.52,43.5,NA,16,0.14,3.9
D4,Suisun,1981-02-26,38.06248,-121.8205,0.08,0.38,0.46,64.5,1.36,16,0.18,0.2
D4,Suisun,1981-03-12,38.06248,-121.8205,0.08,0.4,0.48,46,0.75,17,0.14,0.3
D4,Suisun,1981-03-26,38.06248,-121.8205,0.08,0.32,0.4,18,NA,18,NA,0.1
D4,Suisun,1981-04-14,38.06248,-121.8205,0.05,0.26,0.31,44,5.25,19,0.13,0.1
D4,Suisun,1981-04-29,38.06248,-121.8205,0.07,0.32,0.39,32,7.41,18,0.14,0.6
D4,Suisun,1981-05-13,38.06248,-121.8205,0.04,0.25,0.29,50,11.74,14,0.15,2.3
D4,Suisun,1981-05-28,38.06248,-121.8205,0.04,0.11,0.15,63,27.64,10,NA,0.5
D4,Suisun,1981-06-10,38.06248,-121.8205,0.04,0.15,0.19,79,8.96,8.8,0.17,0.9
D4,Suisun,1981-06-25,38.06248,-121.8205,0.04,0.21,0.25,62,2.63,7.5,NA,2.7
D4,Suisun,1981-07-08,38.06248,-121.8205,0.05,0.29,0.34,40,4.95,9.5,0.16,2.4
D4,Suisun,1981-07-23,38.06248,-121.8205,0.04,0.24,0.28,58,8.34,9.7,NA,3.6
D4,Suisun,1981-08-06,38.06248,-121.8205,0.04,0.28,0.32,53,7.11,13,0.16,2.2
D4,Suisun,1981-08-20,38.06248,-121.8205,0.02,0.26,0.28,64,NA,12,NA,4
D4,Suisun,1981-09-03,38.06248,-121.8205,0.02,0.24,0.26,70,22.08,8.9,0.18,5.2
D4,Suisun,1981-09-17,38.06248,-121.8205,0.08,0.26,0.34,61,9.42,12,NA,3.5
D4,Suisun,1981-10-06,38.06248,-121.8205,0.03,0.24,0.27,22,4.94,14,0.16,3.3
D4,Suisun,1981-10-21,38.06248,-121.8205,0.05,0.31,0.36,30,3.71,14,NA,4.8
D4,Suisun,1981-11-19,38.06248,-121.8205,0.1,0.4,0.5,36,1.39,18,0.18,0.8
D4,Suisun,1981-12-09,38.06248,-121.8205,0.04,0.2,0.24,38,1.39,16,0.1,0.1
D4,Suisun,1982-01-19,38.06248,-121.8205,0.05,0.36,0.41,32,NA,16,0.1,0.1
D4,Suisun,1982-02-18,38.06248,-121.8205,0.05,0.24,0.29,247,4.17,12,0.27,0.1
D4,Suisun,1982-03-03,38.06248,-121.8205,0.2,0.18,0.38,29,1.7,20,0.09,0.1
D4,Suisun,1982-03-17,38.06248,-121.8205,0.04,0.16,0.2,16,NA,15,NA,0.1
D4,Suisun,1982-04-15,38.06248,-121.8205,0.03,0.12,0.15,120,2.93,18,0.14,0.1
D4,Suisun,1982-05-18,38.06248,-121.8205,0.04,0.18,0.22,19,4.32,14,0.08,0.1
D4,Suisun,1982-06-15,38.06248,-121.8205,0.02,0.15,0.17,20,18.83,13,0.1,0.1
D4,Suisun,1982-06-29,38.06248,-121.8205,0.02,0.06,0.08,36,36.28,10,NA,0.1
D4,Suisun,1982-07-14,38.06248,-121.8205,0.02,0.1,0.12,36,44.31,8.5,0.13,0.1
D4,Suisun,1982-07-16,38.06248,-121.8205,NA,NA,NA,NA,NA,NA,NA,NA
D4,Suisun,1982-07-28,38.06248,-121.8205,0.04,0.18,0.22,64,7.72,7.7,NA,0.2
D4,Suisun,1982-08-11,38.06248,-121.8205,0.04,0.18,0.22,49,7.41,9.4,0.14,0.2
D4,Suisun,1982-08-25,38.06248,-121.8205,0.04,0.22,0.26,118,6.02,13,NA,0.7
D4,Suisun,1982-09-13,38.06248,-121.8205,0.02,0.1,0.12,37,15.75,12,0.11,0.1
D4,Suisun,1982-09-22,38.06248,-121.8205,0.02,0.12,0.14,24,11.12,14,NA,0.1
D4,Suisun,1982-10-07,38.06248,-121.8205,0.02,0.17,0.19,20,16.83,14,0.1,0.1
D4,Suisun,1982-10-21,38.06248,-121.8205,NA,0.16,NA,22,45.69,13,NA,0.1
D4,Suisun,1982-11-09,38.06248,-121.8205,0.05,0.26,0.31,18,5.25,14,0.1,0.1
D4,Suisun,1982-12-08,38.06248,-121.8205,0.06,0.27,0.33,54,1.24,16,0.13,0.1
D4,Suisun,1983-01-26,38.06248,-121.8205,0.06,0.29,0.35,47,0.93,15,0.14,0.1
D4,Suisun,1983-02-23,38.06248,-121.8205,0.02,0.18,0.2,47,2.01,17,0.09,0.1
D4,Suisun,1983-03-23,38.06248,-121.8205,0.04,0.19,0.23,116,2.16,17,0.13,0.1
D4,Suisun,1983-04-06,38.06248,-121.8205,0.03,0.14,0.17,116,3.71,16,0.13,0.1
D4,Suisun,1983-05-04,38.06248,-121.8205,0.04,0.16,0.2,34,6.95,14,NA,0.1
D4,Suisun,1983-06-16,38.06248,-121.8205,0.03,0.14,0.17,14,2.01,10,0.06,0.1
D4,Suisun,1983-07-19,38.06248,-121.8205,0.02,0.14,0.16,12,4.17,12,0.07,0.1
D4,Suisun,1983-08-17,38.06248,-121.8205,0.03,0.1,0.13,16,4.32,13,0.08,0.1
D4,Suisun,1983-09-28,38.06248,-121.8205,0.03,0.21,0.24,14,3.09,14,0.08,0.1
D4,Suisun,1983-10-12,38.06248,-121.8205,0.04,0.21,0.25,10,1.7,15,0.08,0.1
D4,Suisun,1983-11-09,38.06248,-121.8205,0.04,0.25,0.29,10,2.79,13,0.09,0.1
D4,Suisun,1983-12-14,38.06248,-121.8205,0.02,0.22,0.24,105,1.08,14,0.12,0.1
D4,Suisun,1984-01-25,38.06248,-121.8205,0.06,0.33,0.39,27,1.24,16,0.08,0.1
D4,Suisun,1984-02-09,38.06248,-121.8205,0.07,0.34,0.41,10,1.7,16,0.07,0.1
D4,Suisun,1984-03-13,38.06248,-121.8205,0.04,0.18,0.22,11,0.15,17,0.08,0.1
D4,Suisun,1984-04-11,38.06248,-121.8205,0.05,0.22,0.27,10,3.55,17,0.08,0.1
D4,Suisun,1984-05-09,38.06248,-121.8205,0.01,0.24,0.25,37,13.43,15,0.11,0.7
D4,Suisun,1984-06-06,38.06248,-121.8205,0.03,0.24,0.27,28,3.24,17,0.12,0.7
D4,Suisun,1984-07-09,38.06248,-121.8205,0.04,0.18,0.22,20,3.24,14,0.11,0.5
D4,Suisun,1984-07-19,38.06248,-121.8205,0.03,0.2,0.23,22,2.32,NA,NA,0.7
D4,Suisun,1984-08-06,38.06248,-121.8205,0.04,0.16,0.2,21,6.95,14,0.07,0.2
D4,Suisun,1984-08-20,38.06248,-121.8205,0.02,0.08,0.1,26,10.03,14,NA,0.4
D4,Suisun,1984-09-05,38.06248,-121.8205,0.01,0.08,0.09,37,11.73,11,0.12,0.3
D4,Suisun,1984-09-19,38.06248,-121.8205,0.03,0.07,0.1,21,8.95,12,NA,0.1
D4,Suisun,1984-10-03,38.06248,-121.8205,0.01,0.12,0.13,29,10.34,9.5,0.12,0.2
D4,Suisun,1984-11-01,38.06248,-121.8205,0.02,0.19,0.21,43,21.15,9.9,0.14,0.3
D4,Suisun,1984-12-17,38.06248,-121.8205,0.06,0.27,0.33,28,0.77,16,0.1,0.1
D4,Suisun,1985-01-16,38.06248,-121.8205,0.09,0.32,0.41,14,1.08,17,0.1,0.3
D4,Suisun,1985-02-14,38.06248,-121.8205,0.1,0.37,0.47,18,1.39,15,0.11,0.2
D4,Suisun,1985-03-14,38.06248,-121.8205,0.12,0.32,0.44,17,2.32,15,0.12,0.9
D4,Suisun,1985-04-01,38.06248,-121.8205,0.09,0.36,0.45,14,0.62,16,0.14,0.3
D4,Suisun,1985-04-16,38.06248,-121.8205,0.04,0.41,0.45,40,3.71,14,NA,1.3
D4,Suisun,1985-05-01,38.06248,-121.8205,0.02,0.18,0.2,36,5.71,15,0.12,1.4
D4,Suisun,1985-05-14,38.06248,-121.8205,0.01,0.18,0.19,49,37.98,12,NA,0.8
D4,Suisun,1985-06-12,38.06248,-121.8205,0.05,0.24,0.29,33,2.16,11,0.12,1.1
D4,Suisun,1985-06-26,38.06248,-121.8205,0.03,0.26,0.29,26,4.79,12,NA,1.5
D4,Suisun,1985-07-09,38.06248,-121.8205,0.06,0.29,0.35,20,2.62,13,0.12,1.8
D4,Suisun,1985-07-24,38.06248,-121.8205,0.04,0.26,0.3,30,3.71,13,NA,2.6
D4,Suisun,1985-08-07,38.06248,-121.8205,0.02,0.24,0.26,26,6.02,15,0.11,2.2
D4,Suisun,1985-08-21,38.06248,-121.8205,0.03,0.18,0.21,36,2.47,14,NA,3.1
D4,Suisun,1985-09-05,38.06248,-121.8205,0.03,0.19,0.22,17,6.18,15,0.12,3.8
D4,Suisun,1985-10-08,38.06248,-121.8205,0.04,0.2,0.24,9,4.17,13,0.13,3.2
D4,Suisun,1985-10-22,38.06248,-121.8205,0.04,0.21,0.25,13,2.16,13,NA,4.7
D4,Suisun,1985-11-20,38.06248,-121.8205,0.08,0.23,0.31,14,1.7,13,0.13,4.7
D4,Suisun,1985-12-04,38.06248,-121.8205,0.16,0.34,0.5,11,0.62,15,0.14,2.9
D4,Suisun,1986-01-07,38.06248,-121.8205,0.2,0.44,0.64,27,0.62,15,0.16,6
D4,Suisun,1986-02-04,38.06248,-121.8205,0.08,0.37,0.45,50,0.46,14,0.15,0.2
D4,Suisun,1986-03-19,38.06248,-121.8205,0.02,0.14,0.16,133,1.39,12,0.17,0.1
D4,Suisun,1986-04-02,38.06248,-121.8205,0.05,0.22,0.27,24,2.62,13,0.09,0.1
D4,Suisun,1986-05-21,38.06248,-121.8205,0.02,0.36,0.38,46,16.52,13,0.12,0.1
D4,Suisun,1986-06-03,38.06248,-121.8205,0.01,0.24,0.25,49,23.77,12,0.16,0.2
D4,Suisun,1986-06-17,38.06248,-121.8205,0.01,0.24,0.25,52,17.6,12,NA,0.2
D4,Suisun,1986-07-16,38.06248,-121.8205,0.05,0.27,0.32,46,7.72,12,0.14,0.7
D4,Suisun,1986-07-31,38.06248,-121.8205,0.02,0.15,0.17,60,6.95,12,NA,0.6
D4,Suisun,1986-08-13,38.06248,-121.8205,0.02,0.19,0.21,94,8.49,10,0.16,1
D4,Suisun,1986-08-27,38.06248,-121.8205,0.01,0.19,0.2,85,8.65,9.5,NA,1.4
D4,Suisun,1986-09-10,38.06248,-121.8205,0.02,0.19,0.21,51,6.02,12,0.14,0.9
D4,Suisun,1986-09-24,38.06248,-121.8205,0.01,0.31,0.32,48,2.32,15,NA,0.4
D4,Suisun,1986-10-23,38.06248,-121.8205,0.01,0.3,0.31,41,4.32,14,0.15,0.5
D4,Suisun,1986-11-24,38.06248,-121.8205,0.06,0.16,0.22,59,1.24,15,0.17,1.5
D4,Suisun,1986-12-10,38.06248,-121.8205,0.08,0.34,0.42,24,1.67,15,0.14,2.7
D4,Suisun,1987-01-07,38.06248,-121.8205,0.14,0.34,0.48,21,0.93,18,0.14,1.5
D4,Suisun,1987-02-10,38.06248,-121.8205,0.15,0.4,0.55,16,1.54,18,0.13,2.6
D4,Suisun,1987-03-10,38.06248,-121.8205,0.17,0.38,0.55,17,1.24,17,0.16,0.2
D4,Suisun,1987-04-08,38.06248,-121.8205,0.06,0.47,0.53,17,2.47,17,0.14,0.2
D4,Suisun,1987-04-22,38.06248,-121.8205,0.04,0.55,0.59,36,5.25,16,NA,1.8
D4,Suisun,1987-05-06,38.06248,-121.8205,0.03,0.46,0.49,19,5.09,15,0.13,1.5
D4,Suisun,1987-05-20,38.06248,-121.8205,0.01,0.32,0.33,9,NA,NA,NA,5
D4,Suisun,1987-06-04,38.06248,-121.8205,0.04,0.37,0.41,21,4.79,13,0.13,3.6
D4,Suisun,1987-06-19,38.06248,-121.8205,0.02,0.36,0.38,35,4.17,13,NA,2.8
D4,Suisun,1987-07-08,38.06248,-121.8205,0.01,0.38,0.39,34,5.09,13,0.17,3.2
D4,Suisun,1987-07-22,38.06248,-121.8205,0.04,0.36,0.4,24,4.48,14,NA,2.6
D4,Suisun,1987-08-05,38.06248,-121.8205,0.02,0.34,0.36,24,3.71,13,0.16,3.6
D4,Suisun,1987-08-18,38.06248,-121.8205,0.02,0.32,0.34,42,2.62,13,NA,4.2
D4,Suisun,1987-09-02,38.06248,-121.8205,0.03,0.29,0.32,21,4.94,14,0.14,3.3
D4,Suisun,1987-09-16,38.06248,-121.8205,0.03,0.29,0.32,23,3.09,14,NA,3.9
D4,Suisun,1987-10-15,38.06248,-121.8205,0.04,0.34,0.38,7,4.79,14,0.13,4.9
D4,Suisun,1987-10-28,38.06248,-121.8205,0.05,0.36,0.41,14,NA,13,NA,5.6
D4,Suisun,1987-11-03,38.06248,-121.8205,0.06,0.36,0.42,25,2.01,12,NA,6.7
D4,Suisun,1987-11-19,38.06248,-121.8205,0.1,0.42,0.52,23,0.93,12,NA,8
